Kod;Nazwa;Artykuły spożywcze;Rok;Wartosc;Jednostka miary;Atrybut
4000000000;Region północno-zachodni;mleko świeże;2009;3,35;l; 
4000000000;Region północno-zachodni;mleko świeże;2010;3,30;l; 
4000000000;Region północno-zachodni;mleko świeże;2011;3,28;l; 
4000000000;Region północno-zachodni;mleko świeże;2012;3,09;l; 
4000000000;Region północno-zachodni;mleko świeże;2013;3,13;l; 
4000000000;Region północno-zachodni;mleko świeże;2014;3,06;l; 
4000000000;Region północno-zachodni;mleko świeże;2015;2,98;l; 
4000000000;Region północno-zachodni;jogurty i napoje mleczne;2003;-;kg; 
4000000000;Region północno-zachodni;jogurty i napoje mleczne;2004;-;kg; 
4000000000;Region północno-zachodni;jogurty i napoje mleczne;2005;0,65;kg; 
4000000000;Region północno-zachodni;jogurty i napoje mleczne;2006;0,70;kg; 
4000000000;Region północno-zachodni;jogurty i napoje mleczne;2007;0,73;kg; 
4000000000;Region północno-zachodni;jogurty i napoje mleczne;2008;0,77;kg; 
4000000000;Region północno-zachodni;jogurty i napoje mleczne;2009;0,83;kg; 
4000000000;Region północno-zachodni;jogurty i napoje mleczne;2010;0,93;kg; 
4000000000;Region północno-zachodni;jogurty i napoje mleczne;2011;0,86;kg; 
4000000000;Region północno-zachodni;jogurty i napoje mleczne;2012;0,81;kg; 
4000000000;Region północno-zachodni;jogurty i napoje mleczne;2013;-;kg; 
4000000000;Region północno-zachodni;jogurty i napoje mleczne;2014;-;kg; 
4000000000;Region północno-zachodni;jogurty i napoje mleczne;2015;-;kg; 
4000000000;Region północno-zachodni;jogurty;2003;-;kg; 
4000000000;Region północno-zachodni;jogurty;2004;-;kg; 
4000000000;Region północno-zachodni;jogurty;2005;-;kg; 
4000000000;Region północno-zachodni;jogurty;2006;-;kg; 
4000000000;Region północno-zachodni;jogurty;2007;-;kg; 
4000000000;Region północno-zachodni;jogurty;2008;-;kg; 
4000000000;Region północno-zachodni;jogurty;2009;-;kg; 
4000000000;Region północno-zachodni;jogurty;2010;-;kg; 
4000000000;Region północno-zachodni;jogurty;2011;-;kg; 
4000000000;Region północno-zachodni;jogurty;2012;-;kg; 
4000000000;Region północno-zachodni;jogurty;2013;0,54;kg; 
4000000000;Region północno-zachodni;jogurty;2014;0,53;kg; 
4000000000;Region północno-zachodni;jogurty;2015;0,53;kg; 
4000000000;Region północno-zachodni;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2003;5,12;l; 
4000000000;Region północno-zachodni;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2004;4,99;l; 
4000000000;Region północno-zachodni;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2005;-;l; 
4000000000;Region północno-zachodni;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2006;-;l; 
4000000000;Region północno-zachodni;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2007;-;l; 
4000000000;Region północno-zachodni;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2008;-;l; 
4000000000;Region północno-zachodni;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2009;-;l; 
4000000000;Region północno-zachodni;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2010;-;l; 
4000000000;Region północno-zachodni;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2011;-;l; 
4000000000;Region północno-zachodni;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2012;-;l; 
4000000000;Region północno-zachodni;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2013;-;l; 
4000000000;Region północno-zachodni;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2014;-;l; 
4000000000;Region północno-zachodni;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2015;-;l; 
4000000000;Region północno-zachodni;sery i twarogi;2003;0,81;kg; 
4000000000;Region północno-zachodni;sery i twarogi;2004;0,80;kg; 
4000000000;Region północno-zachodni;sery i twarogi;2005;0,82;kg; 
4000000000;Region północno-zachodni;sery i twarogi;2006;0,85;kg; 
4000000000;Region północno-zachodni;sery i twarogi;2007;0,83;kg; 
4000000000;Region północno-zachodni;sery i twarogi;2008;0,83;kg; 
4000000000;Region północno-zachodni;sery i twarogi;2009;0,88;kg; 
4000000000;Region północno-zachodni;sery i twarogi;2010;0,92;kg; 
4000000000;Region północno-zachodni;sery i twarogi;2011;0,90;kg; 
4000000000;Region północno-zachodni;sery i twarogi;2012;0,89;kg; 
4000000000;Region północno-zachodni;sery i twarogi;2013;0,79;kg; 
4000000000;Region północno-zachodni;sery i twarogi;2014;0,79;kg; 
4000000000;Region północno-zachodni;sery i twarogi;2015;0,83;kg; 
4000000000;Region północno-zachodni;jaja;2003;14,20;szt.; 
4000000000;Region północno-zachodni;jaja;2004;14,03;szt.; 
4000000000;Region północno-zachodni;jaja;2005;14,37;szt.; 
4000000000;Region północno-zachodni;jaja;2006;13,15;szt.; 
4000000000;Region północno-zachodni;jaja;2007;12,56;szt.; 
4000000000;Region północno-zachodni;jaja;2008;12,57;szt.; 
4000000000;Region północno-zachodni;jaja;2009;12,34;szt.; 
4000000000;Region północno-zachodni;jaja;2010;12,04;szt.; 
4000000000;Region północno-zachodni;jaja;2011;11,49;szt.; 
4000000000;Region północno-zachodni;jaja;2012;11,76;szt.; 
4000000000;Region północno-zachodni;jaja;2013;11,42;szt.; 
4000000000;Region północno-zachodni;jaja;2014;10,83;szt.; 
4000000000;Region północno-zachodni;jaja;2015;10,38;szt.; 
4000000000;Region północno-zachodni;oleje i tłuszcze;2003;1,70;kg; 
4000000000;Region północno-zachodni;oleje i tłuszcze;2004;1,64;kg; 
4000000000;Region północno-zachodni;oleje i tłuszcze;2005;1,61;kg; 
4000000000;Region północno-zachodni;oleje i tłuszcze;2006;1,51;kg; 
4000000000;Region północno-zachodni;oleje i tłuszcze;2007;1,51;kg; 
4000000000;Region północno-zachodni;oleje i tłuszcze;2008;1,51;kg; 
4000000000;Region północno-zachodni;oleje i tłuszcze;2009;1,47;kg; 
4000000000;Region północno-zachodni;oleje i tłuszcze;2010;1,41;kg; 
4000000000;Region północno-zachodni;oleje i tłuszcze;2011;1,38;kg; 
4000000000;Region północno-zachodni;oleje i tłuszcze;2012;1,39;kg; 
4000000000;Region północno-zachodni;oleje i tłuszcze;2013;1,30;kg; 
4000000000;Region północno-zachodni;oleje i tłuszcze;2014;1,26;kg; 
4000000000;Region północno-zachodni;oleje i tłuszcze;2015;1,19;kg; 
4000000000;Region północno-zachodni;owoce;2003;3,94;kg; 
4000000000;Region północno-zachodni;owoce;2004;3,75;kg; 
4000000000;Region północno-zachodni;owoce;2005;3,83;kg; 
4000000000;Region północno-zachodni;owoce;2006;3,49;kg; 
4000000000;Region północno-zachodni;owoce;2007;3,36;kg; 
4000000000;Region północno-zachodni;owoce;2008;3,55;kg; 
4000000000;Region północno-zachodni;owoce;2009;3,74;kg; 
4000000000;Region północno-zachodni;owoce;2010;3,33;kg; 
4000000000;Region północno-zachodni;owoce;2011;3,15;kg; 
4000000000;Region północno-zachodni;owoce;2012;3,41;kg; 
4000000000;Region północno-zachodni;owoce;2013;3,20;kg; 
4000000000;Region północno-zachodni;owoce;2014;3,40;kg; 
4000000000;Region północno-zachodni;owoce;2015;3,51;kg; 
4000000000;Region północno-zachodni;warzywa;2003;12,29;kg; 
4000000000;Region północno-zachodni;warzywa;2004;12,12;kg; 
4000000000;Region północno-zachodni;warzywa;2005;12,30;kg; 
4000000000;Region północno-zachodni;warzywa;2006;10,71;kg; 
4000000000;Region północno-zachodni;warzywa;2007;10,49;kg; 
4000000000;Region północno-zachodni;warzywa;2008;10,23;kg; 
4000000000;Region północno-zachodni;warzywa;2009;10,07;kg; 
4000000000;Region północno-zachodni;warzywa;2010;9,71;kg; 
4000000000;Region północno-zachodni;warzywa;2011;9,37;kg; 
4000000000;Region północno-zachodni;warzywa;2012;9,12;kg; 
4000000000;Region północno-zachodni;warzywa;2013;8,41;kg; 
4000000000;Region północno-zachodni;warzywa;2014;8,48;kg; 
4000000000;Region północno-zachodni;warzywa;2015;8,14;kg; 
4000000000;Region północno-zachodni;ziemniaki;2003;-;kg; 
4000000000;Region północno-zachodni;ziemniaki;2004;-;kg; 
4000000000;Region północno-zachodni;ziemniaki;2005;-;kg; 
4000000000;Region północno-zachodni;ziemniaki;2006;-;kg; 
4000000000;Region północno-zachodni;ziemniaki;2007;-;kg; 
4000000000;Region północno-zachodni;ziemniaki;2008;-;kg; 
4000000000;Region północno-zachodni;ziemniaki;2009;-;kg; 
4000000000;Region północno-zachodni;ziemniaki;2010;-;kg; 
4000000000;Region północno-zachodni;ziemniaki;2011;-;kg; 
4000000000;Region północno-zachodni;ziemniaki;2012;-;kg; 
4000000000;Region północno-zachodni;ziemniaki;2013;-;kg; 
4000000000;Region północno-zachodni;ziemniaki;2014;-;kg; 
4000000000;Region północno-zachodni;ziemniaki;2015;3,40;kg; 
4000000000;Region północno-zachodni;cukier;2003;1,61;kg; 
4000000000;Region północno-zachodni;cukier;2004;1,53;kg; 
4000000000;Region północno-zachodni;cukier;2005;1,54;kg; 
4000000000;Region północno-zachodni;cukier;2006;1,43;kg; 
4000000000;Region północno-zachodni;cukier;2007;1,38;kg; 
4000000000;Region północno-zachodni;cukier;2008;1,36;kg; 
4000000000;Region północno-zachodni;cukier;2009;1,30;kg; 
4000000000;Region północno-zachodni;cukier;2010;1,21;kg; 
4000000000;Region północno-zachodni;cukier;2011;1,08;kg; 
4000000000;Region północno-zachodni;cukier;2012;1,16;kg; 
4000000000;Region północno-zachodni;cukier;2013;1,12;kg; 
4000000000;Region północno-zachodni;cukier;2014;1,09;kg; 
4000000000;Region północno-zachodni;cukier;2015;1,00;kg; 
4080000000;LUBUSKIE;pieczywo i produkty zbożowe;2003;8,69;kg; 
4080000000;LUBUSKIE;pieczywo i produkty zbożowe;2004;8,77;kg; 
4080000000;LUBUSKIE;pieczywo i produkty zbożowe;2005;8,52;kg; 
4080000000;LUBUSKIE;pieczywo i produkty zbożowe;2006;7,98;kg; 
4080000000;LUBUSKIE;pieczywo i produkty zbożowe;2007;7,69;kg; 
4080000000;LUBUSKIE;pieczywo i produkty zbożowe;2008;7,43;kg; 
4080000000;LUBUSKIE;pieczywo i produkty zbożowe;2009;7,04;kg; 
4080000000;LUBUSKIE;pieczywo i produkty zbożowe;2010;6,74;kg; 
4080000000;LUBUSKIE;pieczywo i produkty zbożowe;2011;6,42;kg; 
4080000000;LUBUSKIE;pieczywo i produkty zbożowe;2012;6,62;kg; 
4080000000;LUBUSKIE;pieczywo i produkty zbożowe;2013;6,33;kg; 
4080000000;LUBUSKIE;pieczywo i produkty zbożowe;2014;6,05;kg; 
4080000000;LUBUSKIE;pieczywo i produkty zbożowe;2015;5,64;kg; 
4080000000;LUBUSKIE;pieczywo;2003;-;kg; 
4080000000;LUBUSKIE;pieczywo;2004;-;kg; 
4080000000;LUBUSKIE;pieczywo;2005;-;kg; 
4080000000;LUBUSKIE;pieczywo;2006;-;kg; 
4080000000;LUBUSKIE;pieczywo;2007;-;kg; 
4080000000;LUBUSKIE;pieczywo;2008;-;kg; 
4080000000;LUBUSKIE;pieczywo;2009;-;kg; 
4080000000;LUBUSKIE;pieczywo;2010;-;kg; 
4080000000;LUBUSKIE;pieczywo;2011;-;kg; 
4080000000;LUBUSKIE;pieczywo;2012;-;kg; 
4080000000;LUBUSKIE;pieczywo;2013;-;kg; 
4080000000;LUBUSKIE;pieczywo;2014;-;kg; 
4080000000;LUBUSKIE;pieczywo;2015;3,30;kg; 
4080000000;LUBUSKIE;mięso;2003;5,84;kg; 
4080000000;LUBUSKIE;mięso;2004;5,61;kg; 
4080000000;LUBUSKIE;mięso;2005;5,58;kg; 
4080000000;LUBUSKIE;mięso;2006;5,65;kg; 
4080000000;LUBUSKIE;mięso;2007;5,68;kg; 
4080000000;LUBUSKIE;mięso;2008;6,02;kg; 
4080000000;LUBUSKIE;mięso;2009;5,95;kg; 
4080000000;LUBUSKIE;mięso;2010;5,91;kg; 
4080000000;LUBUSKIE;mięso;2011;5,85;kg; 
4080000000;LUBUSKIE;mięso;2012;6,17;kg; 
4080000000;LUBUSKIE;mięso;2013;6,09;kg; 
4080000000;LUBUSKIE;mięso;2014;5,66;kg; 
4080000000;LUBUSKIE;mięso;2015;5,61;kg; 
4080000000;LUBUSKIE;mięso surowe;2003;-;kg; 
4080000000;LUBUSKIE;mięso surowe;2004;-;kg; 
4080000000;LUBUSKIE;mięso surowe;2005;-;kg; 
4080000000;LUBUSKIE;mięso surowe;2006;-;kg; 
4080000000;LUBUSKIE;mięso surowe;2007;-;kg; 
4080000000;LUBUSKIE;mięso surowe;2008;-;kg; 
4080000000;LUBUSKIE;mięso surowe;2009;-;kg; 
4080000000;LUBUSKIE;mięso surowe;2010;-;kg; 
4080000000;LUBUSKIE;mięso surowe;2011;-;kg; 
4080000000;LUBUSKIE;mięso surowe;2012;-;kg; 
4080000000;LUBUSKIE;mięso surowe;2013;3,55;kg; 
4080000000;LUBUSKIE;mięso surowe;2014;3,21;kg; 
4080000000;LUBUSKIE;mięso surowe;2015;3,12;kg; 
4080000000;LUBUSKIE;mięso surowe drobiowe;2003;-;kg; 
4080000000;LUBUSKIE;mięso surowe drobiowe;2004;-;kg; 
4080000000;LUBUSKIE;mięso surowe drobiowe;2005;-;kg; 
4080000000;LUBUSKIE;mięso surowe drobiowe;2006;-;kg; 
4080000000;LUBUSKIE;mięso surowe drobiowe;2007;-;kg; 
4080000000;LUBUSKIE;mięso surowe drobiowe;2008;-;kg; 
4080000000;LUBUSKIE;mięso surowe drobiowe;2009;-;kg; 
4080000000;LUBUSKIE;mięso surowe drobiowe;2010;-;kg; 
4080000000;LUBUSKIE;mięso surowe drobiowe;2011;-;kg; 
4080000000;LUBUSKIE;mięso surowe drobiowe;2012;-;kg; 
4080000000;LUBUSKIE;mięso surowe drobiowe;2013;1,84;kg; 
4080000000;LUBUSKIE;mięso surowe drobiowe;2014;1,63;kg; 
4080000000;LUBUSKIE;mięso surowe drobiowe;2015;1,59;kg; 
4080000000;LUBUSKIE;wędliny i inne przetwory mięsne;2003;-;kg; 
4080000000;LUBUSKIE;wędliny i inne przetwory mięsne;2004;-;kg; 
4080000000;LUBUSKIE;wędliny i inne przetwory mięsne;2005;-;kg; 
4080000000;LUBUSKIE;wędliny i inne przetwory mięsne;2006;-;kg; 
4080000000;LUBUSKIE;wędliny i inne przetwory mięsne;2007;-;kg; 
4080000000;LUBUSKIE;wędliny i inne przetwory mięsne;2008;-;kg; 
4080000000;LUBUSKIE;wędliny i inne przetwory mięsne;2009;-;kg; 
4080000000;LUBUSKIE;wędliny i inne przetwory mięsne;2010;-;kg; 
4080000000;LUBUSKIE;wędliny i inne przetwory mięsne;2011;-;kg; 
4080000000;LUBUSKIE;wędliny i inne przetwory mięsne;2012;-;kg; 
4080000000;LUBUSKIE;wędliny i inne przetwory mięsne;2013;-;kg; 
4080000000;LUBUSKIE;wędliny i inne przetwory mięsne;2014;2,19;kg; 
4080000000;LUBUSKIE;wędliny i inne przetwory mięsne;2015;2,23;kg; 
4080000000;LUBUSKIE;wędliny;2003;-;kg; 
4080000000;LUBUSKIE;wędliny;2004;-;kg; 
4080000000;LUBUSKIE;wędliny;2005;-;kg; 
4080000000;LUBUSKIE;wędliny;2006;-;kg; 
4080000000;LUBUSKIE;wędliny;2007;-;kg; 
4080000000;LUBUSKIE;wędliny;2008;-;kg; 
4080000000;LUBUSKIE;wędliny;2009;-;kg; 
4080000000;LUBUSKIE;wędliny;2010;-;kg; 
4080000000;LUBUSKIE;wędliny;2011;-;kg; 
4080000000;LUBUSKIE;wędliny;2012;-;kg; 
4080000000;LUBUSKIE;wędliny;2013;2,27;kg; 
4080000000;LUBUSKIE;wędliny;2014;-;kg; 
4080000000;LUBUSKIE;wędliny;2015;-;kg; 
4080000000;LUBUSKIE;ryby;2003;0,43;kg; 
4080000000;LUBUSKIE;ryby;2004;0,43;kg; 
4080000000;LUBUSKIE;ryby;2005;0,49;kg; 
4080000000;LUBUSKIE;ryby;2006;0,43;kg; 
4080000000;LUBUSKIE;ryby;2007;0,47;kg; 
4080000000;LUBUSKIE;ryby;2008;0,54;kg; 
4080000000;LUBUSKIE;ryby;2009;0,50;kg; 
4080000000;LUBUSKIE;ryby;2010;0,48;kg; 
4080000000;LUBUSKIE;ryby;2011;0,44;kg; 
4080000000;LUBUSKIE;ryby;2012;0,45;kg; 
4080000000;LUBUSKIE;ryby;2013;-;kg; 
4080000000;LUBUSKIE;ryby;2014;-;kg; 
4080000000;LUBUSKIE;ryby;2015;-;kg; 
4080000000;LUBUSKIE;ryby i owoce morza;2003;-;kg; 
4080000000;LUBUSKIE;ryby i owoce morza;2004;-;kg; 
4080000000;LUBUSKIE;ryby i owoce morza;2005;-;kg; 
4080000000;LUBUSKIE;ryby i owoce morza;2006;-;kg; 
4080000000;LUBUSKIE;ryby i owoce morza;2007;-;kg; 
4080000000;LUBUSKIE;ryby i owoce morza;2008;-;kg; 
4080000000;LUBUSKIE;ryby i owoce morza;2009;-;kg; 
4080000000;LUBUSKIE;ryby i owoce morza;2010;-;kg; 
4080000000;LUBUSKIE;ryby i owoce morza;2011;-;kg; 
4080000000;LUBUSKIE;ryby i owoce morza;2012;-;kg; 
4080000000;LUBUSKIE;ryby i owoce morza;2013;0,35;kg; 
4080000000;LUBUSKIE;ryby i owoce morza;2014;0,31;kg; 
4080000000;LUBUSKIE;ryby i owoce morza;2015;0,34;kg; 
4080000000;LUBUSKIE;mleko świeże;2003;-;l; 
4080000000;LUBUSKIE;mleko świeże;2004;-;l; 
4080000000;LUBUSKIE;mleko świeże;2005;4,70;l; 
4080000000;LUBUSKIE;mleko świeże;2006;4,43;l; 
4080000000;LUBUSKIE;mleko świeże;2007;4,31;l; 
4080000000;LUBUSKIE;mleko świeże;2008;3,87;l; 
4080000000;LUBUSKIE;mleko świeże;2009;3,79;l; 
4080000000;LUBUSKIE;mleko świeże;2010;3,76;l; 
4080000000;LUBUSKIE;mleko świeże;2011;3,83;l; 
4080000000;LUBUSKIE;mleko świeże;2012;3,67;l; 
4080000000;LUBUSKIE;mleko świeże;2013;3,74;l; 
4080000000;LUBUSKIE;mleko świeże;2014;3,56;l; 
4080000000;LUBUSKIE;mleko świeże;2015;3,24;l; 
4080000000;LUBUSKIE;jogurty i napoje mleczne;2003;-;kg; 
4080000000;LUBUSKIE;jogurty i napoje mleczne;2004;-;kg; 
4080000000;LUBUSKIE;jogurty i napoje mleczne;2005;0,63;kg; 
4080000000;LUBUSKIE;jogurty i napoje mleczne;2006;0,70;kg; 
4080000000;LUBUSKIE;jogurty i napoje mleczne;2007;0,70;kg; 
4080000000;LUBUSKIE;jogurty i napoje mleczne;2008;0,73;kg; 
4080000000;LUBUSKIE;jogurty i napoje mleczne;2009;0,77;kg; 
4080000000;LUBUSKIE;jogurty i napoje mleczne;2010;0,88;kg; 
4080000000;LUBUSKIE;jogurty i napoje mleczne;2011;0,85;kg; 
4080000000;LUBUSKIE;jogurty i napoje mleczne;2012;0,79;kg; 
4080000000;LUBUSKIE;jogurty i napoje mleczne;2013;-;kg; 
4080000000;LUBUSKIE;jogurty i napoje mleczne;2014;-;kg; 
4080000000;LUBUSKIE;jogurty i napoje mleczne;2015;-;kg; 
4080000000;LUBUSKIE;jogurty;2003;-;kg; 
4080000000;LUBUSKIE;jogurty;2004;-;kg; 
4080000000;LUBUSKIE;jogurty;2005;-;kg; 
4080000000;LUBUSKIE;jogurty;2006;-;kg; 
4080000000;LUBUSKIE;jogurty;2007;-;kg; 
4080000000;LUBUSKIE;jogurty;2008;-;kg; 
4080000000;LUBUSKIE;jogurty;2009;-;kg; 
4080000000;LUBUSKIE;jogurty;2010;-;kg; 
4080000000;LUBUSKIE;jogurty;2011;-;kg; 
4080000000;LUBUSKIE;jogurty;2012;-;kg; 
4080000000;LUBUSKIE;jogurty;2013;0,52;kg; 
4080000000;LUBUSKIE;jogurty;2014;0,51;kg; 
4080000000;LUBUSKIE;jogurty;2015;0,56;kg; 
4080000000;LUBUSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2003;5,62;l; 
4080000000;LUBUSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2004;5,63;l; 
4080000000;LUBUSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2005;-;l; 
4080000000;LUBUSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2006;-;l; 
4080000000;LUBUSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2007;-;l; 
4080000000;LUBUSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2008;-;l; 
4080000000;LUBUSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2009;-;l; 
4080000000;LUBUSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2010;-;l; 
4080000000;LUBUSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2011;-;l; 
4080000000;LUBUSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2012;-;l; 
4080000000;LUBUSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2013;-;l; 
4080000000;LUBUSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2014;-;l; 
4080000000;LUBUSKIE;mleko (bez zagęszczonego i w proszku), napoje mleczne i jogurty;2015;-;l; 
4080000000;LUBUSKIE;sery i twarogi;2003;0,78;kg; 
4080000000;LUBUSKIE;sery i twarogi;2004;0,79;kg; 
4080000000;LUBUSKIE;sery i twarogi;2005;0,82;kg; 
4080000000;LUBUSKIE;sery i twarogi;2006;0,88;kg; 
4080000000;LUBUSKIE;sery i twarogi;2007;0,89;kg; 
4080000000;LUBUSKIE;sery i twarogi;2008;0,85;kg; 
4080000000;LUBUSKIE;sery i twarogi;2009;0,88;kg; 
4080000000;LUBUSKIE;sery i twarogi;2010;0,98;kg; 
4080000000;LUBUSKIE;sery i twarogi;2011;0,95;kg; 
4080000000;LUBUSKIE;sery i twarogi;2012;0,95;kg; 
4080000000;LUBUSKIE;sery i twarogi;2013;0,82;kg; 
4080000000;LUBUSKIE;sery i twarogi;2014;0,81;kg; 
4080000000;LUBUSKIE;sery i twarogi;2015;0,87;kg; 
4080000000;LUBUSKIE;jaja;2003;14,69;szt.; 
4080000000;LUBUSKIE;jaja;2004;14,38;szt.; 
4080000000;LUBUSKIE;jaja;2005;15,45;szt.; 
4080000000;LUBUSKIE;jaja;2006;13,88;szt.; 
4080000000;LUBUSKIE;jaja;2007;13,07;szt.; 
4080000000;LUBUSKIE;jaja;2008;13,13;szt.; 
4080000000;LUBUSKIE;jaja;2009;12,16;szt.; 
4080000000;LUBUSKIE;jaja;2010;11,70;szt.; 
4080000000;LUBUSKIE;jaja;2011;11,74;szt.; 
4080000000;LUBUSKIE;jaja;2012;12,84;szt.; 
4080000000;LUBUSKIE;jaja;2013;11,91;szt.; 
4080000000;LUBUSKIE;jaja;2014;11,92;szt.; 
4080000000;LUBUSKIE;jaja;2015;11,08;szt.; 
4080000000;LUBUSKIE;oleje i tłuszcze;2003;1,72;kg; 
4080000000;LUBUSKIE;oleje i tłuszcze;2004;1,64;kg; 
4080000000;LUBUSKIE;oleje i tłuszcze;2005;1,65;kg; 
4080000000;LUBUSKIE;oleje i tłuszcze;2006;1,54;kg; 
4080000000;LUBUSKIE;oleje i tłuszcze;2007;1,53;kg; 
4080000000;LUBUSKIE;oleje i tłuszcze;2008;1,55;kg; 
4080000000;LUBUSKIE;oleje i tłuszcze;2009;1,49;kg; 
4080000000;LUBUSKIE;oleje i tłuszcze;2010;1,45;kg; 
4080000000;LUBUSKIE;oleje i tłuszcze;2011;1,44;kg; 
4080000000;LUBUSKIE;oleje i tłuszcze;2012;1,48;kg; 
4080000000;LUBUSKIE;oleje i tłuszcze;2013;1,38;kg; 
4080000000;LUBUSKIE;oleje i tłuszcze;2014;1,30;kg; 
4080000000;LUBUSKIE;oleje i tłuszcze;2015;1,24;kg; 
4080000000;LUBUSKIE;owoce;2003;4,48;kg; 
4080000000;LUBUSKIE;owoce;2004;3,97;kg; 
4080000000;LUBUSKIE;owoce;2005;4,07;kg; 
4080000000;LUBUSKIE;owoce;2006;3,90;kg; 
4080000000;LUBUSKIE;owoce;2007;3,72;kg; 
4080000000;LUBUSKIE;owoce;2008;3,89;kg; 
4080000000;LUBUSKIE;owoce;2009;3,91;kg; 
4080000000;LUBUSKIE;owoce;2010;3,36;kg; 
4080000000;LUBUSKIE;owoce;2011;3,39;kg; 
4080000000;LUBUSKIE;owoce;2012;3,82;kg; 
4080000000;LUBUSKIE;owoce;2013;3,50;kg; 
4080000000;LUBUSKIE;owoce;2014;3,62;kg; 
4080000000;LUBUSKIE;owoce;2015;4,00;kg; 
4080000000;LUBUSKIE;warzywa;2003;14,16;kg; 
4080000000;LUBUSKIE;warzywa;2004;13,72;kg; 
4080000000;LUBUSKIE;warzywa;2005;14,67;kg; 
4080000000;LUBUSKIE;warzywa;2006;12,03;kg; 
4080000000;LUBUSKIE;warzywa;2007;11,39;kg; 
4080000000;LUBUSKIE;warzywa;2008;10,76;kg; 
4080000000;LUBUSKIE;warzywa;2009;10,39;kg; 
4080000000;LUBUSKIE;warzywa;2010;10,13;kg; 
4080000000;LUBUSKIE;warzywa;2011;9,99;kg; 
4080000000;LUBUSKIE;warzywa;2012;10,33;kg; 
4080000000;LUBUSKIE;warzywa;2013;9,18;kg; 
4080000000;LUBUSKIE;warzywa;2014;9,11;kg; 
4080000000;LUBUSKIE;warzywa;2015;8,78;kg; 
4080000000;LUBUSKIE;ziemniaki;2003;-;kg; 
4080000000;LUBUSKIE;ziemniaki;2004;-;kg; 
4080000000;LUBUSKIE;ziemniaki;2005;-;kg; 
4080000000;LUBUSKIE;ziemniaki;2006;-;kg; 
4080000000;LUBUSKIE;ziemniaki;2007;-;kg; 
4080000000;LUBUSKIE;ziemniaki;2008;-;kg; 
4080000000;LUBUSKIE;ziemniaki;2009;-;kg; 
4080000000;LUBUSKIE;ziemniaki;2010;-;kg; 
4080000000;LUBUSKIE;ziemniaki;2011;-;kg; 
4080000000;LUBUSKIE;ziemniaki;2012;-;kg; 
4080000000;LUBUSKIE;ziemniaki;2013;-;kg; 
4080000000;LUBUSKIE;ziemniaki;2014;-;kg; 
4080000000;LUBUSKIE;ziemniaki;2015;3,58;kg; 
4080000000;LUBUSKIE;cukier;2003;1,74;kg; 
4080000000;LUBUSKIE;cukier;2004;1,55;kg; 
4080000000;LUBUSKIE;cukier;2005;1,57;kg; 
4080000000;LUBUSKIE;cukier;2006;1,38;kg; 
4080000000;LUBUSKIE;cukier;2007;1,50;kg; 
4080000000;LUBUSKIE;cukier;2008;1,38;kg; 
4080000000;LUBUSKIE;cukier;2009;1,36;kg; 
4080000000;LUBUSKIE;cukier;2010;1,23;kg; 
4080000000;LUBUSKIE;cukier;2011;1,08;kg; 
4080000000;LUBUSKIE;cukier;2012;1,28;kg; 
4080000000;LUBUSKIE;cukier;2013;1,17;kg; 
4080000000;LUBUSKIE;cukier;2014;1,10;kg; 
4080000000;LUBUSKIE;cukier;2015;1,02;kg; 
4300000000;WIELKOPOLSKIE;pieczywo i produkty zbożowe;2003;8,53;kg; 
4300000000;WIELKOPOLSKIE;pieczywo i produkty zbożowe;2004;8,39;kg; 
4300000000;WIELKOPOLSKIE;pieczywo i produkty zbożowe;2005;8,21;kg; 
4300000000;WIELKOPOLSKIE;pieczywo i produkty zbożowe;2006;7,71;kg; 
